Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Bind,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,jett,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Breeze,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,neon,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,fade,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,chamber,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Corrode,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,neon,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,killjoy,100%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Haven,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,yoru,70%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,viper,65%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,omen,55%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,sova,45%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,raze,40%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,waylay,35%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,astra,35%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,fade,35%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,brimstone,30%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,skye,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,jett,20%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,neon,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,chamber,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,cypher,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,killjoy,5%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,tejo,5%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,veto,5%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,All Maps,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,yoru,83%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,viper,83%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,raze,67%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,waylay,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,astra,33%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,fade,67%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,brimstone,83%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,skye,33%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Bind,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,viper,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,omen,75%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,astra,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,skye,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,jett,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,neon,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,chamber,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,cypher,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,killjoy,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Haven,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,sova,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,raze,75%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,waylay,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,skye,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,chamber,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,tejo,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Split,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,viper,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,waylay,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,veto,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Abyss,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,yoru,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,omen,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,sova,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,raze,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,waylay,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,astra,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,fade,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,brimstone,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,jett,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Breeze,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,yoru,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,viper,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,omen,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,sova,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,raze,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,waylay,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,astra,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,fade,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,brimstone,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,skye,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,jett,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,neon,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,killjoy,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,tejo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,veto,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Corrode,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,yoru,90%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,viper,70%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,fade,60%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,astra,50%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,omen,40%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,raze,40%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,veto,30%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,sova,30%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,waylay,20%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,brimstone,20%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,tejo,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,jett,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,killjoy,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,skye,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,neon,10%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,vyse,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,sage,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,reyna,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,clove,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,phoenix,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,cypher,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,breach,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,kayo,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,iso,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,harbor,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,gekko,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,chamber,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,deadlock,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,All Maps,miks,0%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,yoru,75%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,viper,100%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,fade,75%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,astra,25%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,omen,75%
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,raze,75%
